checked_at,AA1239,AA1479,AA1509,AA2578,AA2607,AA3022,AA3048,AA3067,AA3324,AA802,B6111,B6112,DL2570,DL2828,UA1117,UA1186,UA1349,UA1414,UA1606,UA1706,UA2631,UA503,UA717
2026-08-20 10:33:51,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 10:43:49,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 10:53:44,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:04:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:13:43,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:23:48,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:33:51,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:43:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 11:53:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:04:03,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:13:44,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:23:44,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:33:49,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:43:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 12:53:48,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 13:04:25,128.00,,128.00,,128.00,,128.00,,128.00,,138.00,,128.00,,,,128.00,128.00,,,128.00,128.00,128.00
2026-08-20 13:13:48,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 13:23:45,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 13:33:52,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 13:43:43,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 13:54:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:04:04,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:13:51,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:23:49,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:33:50,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:43:53,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 14:53:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:03:52,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:13:51,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:23:55,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:34:12,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:43:48,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 15:53:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:03:47,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:13:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:23:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:33:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:44:05,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 16:53:55,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:04:01,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:19:00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:25:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:33:53,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:44:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 17:53:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:04:04,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:13:45,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:23:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:33:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:43:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 18:53:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:04:14,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:14:00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:23:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:34:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:44:06,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 19:53:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:04:04,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:13:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:23:44,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:33:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:43:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 20:53:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:04:00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:13:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:24:10,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:33:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:44:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 21:53:55,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:03:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,138.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:13:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:24:01,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:34:11,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:43:50,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 22:53:45,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:04:10,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:13:55,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:23:53,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:34:07,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:44:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-20 23:53:55,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 00:04:30,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 00:14:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 00:24:23,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 00:34:04,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 00:54:08,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:04:11,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:14:07,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:23:53,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:34:06,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:43:53,128.00,138.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 01:54:14,,138.00,,128.00,,128.00,,128.00,,128.00,,128.00,128.00,128.00,128.00,128.00,,,128.00,128.00,,,
2026-08-21 02:04:06,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 02:13:53,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 02:24:13,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 02:34:13,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 02:44:29,,128.00,,128.00,,128.00,,128.00,,128.00,,128.00,128.00,128.00,128.00,128.00,,,128.00,128.00,,,
2026-08-21 02:54:08,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:04:11,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:14:06,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:24:03,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:33:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:44:04,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 03:53:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:04:13,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:13:49,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:23:53,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:33:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:44:01,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 04:54:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:04:11,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:13:58,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:24:06,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:33:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:43:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 05:54:00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:03:49,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:14:05,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:23:50,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:34:03,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:43:57,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 06:54:00,128.00,,128.00,,128.00,,128.00,,128.00,,128.00,,128.00,,,,128.00,128.00,,,128.00,128.00,128.00
2026-08-21 07:04:20,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 07:14:05,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 07:24:06,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 07:34:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 07:43:44,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 07:53:56,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 08:04:02,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 08:14:00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 08:23:59,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
2026-08-21 08:34:16,,128.00,,128.00,,128.00,,128.00,,128.00,,128.00,128.00,128.00,128.00,128.00,,,128.00,128.00,,,
2026-08-21 08:43:54,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00,128.00
