checked_at,AA149,AA16,AA179,AA234,AA76,AS20,AS41,B6115,B6116,B615,B6215,B6216,B6316,DL363,DL405,DL606,DL668,DL669
2026-08-21 00:56:20,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:06:24,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:16:23,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:26:01,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:36:19,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:46:00,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 01:56:12,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 02:06:17,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 02:15:59,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 02:26:27,394.00,,394.00,,179.00,,309.00,179.00,,304.00,359.00,,,394.00,,,179.00,494.00
2026-08-21 02:36:34,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,304.00,359.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 02:46:33,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,304.00,359.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 02:56:24,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:06:26,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:16:21,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:26:18,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:36:09,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:46:16,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 03:56:11,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:06:31,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:16:02,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:26:04,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:35:53,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:46:15,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 04:56:28,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:06:25,394.00,394.00,394.00,626.00,179.00,279.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:16:12,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:26:18,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:36:07,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:46:00,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 05:56:18,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 06:05:52,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 06:16:17,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 06:26:01,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,334.00,289.00,310.00,394.00,394.00,394.00,394.00,494.00
2026-08-21 06:36:21,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,269.00,304.00,269.00,289.00,310.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 06:46:09,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,304.00,304.00,269.00,289.00,310.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 06:56:10,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:06:35,394.00,394.00,394.00,626.00,179.00,276.00,309.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:16:21,394.00,394.00,394.00,626.00,179.00,324.00,309.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:26:19,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:36:15,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:45:50,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 07:56:09,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:06:13,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:16:13,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:26:13,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:36:19,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:46:09,394.00,394.00,394.00,626.00,179.00,269.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 08:56:11,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:06:05,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:16:17,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:26:22,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:36:16,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:46:14,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 09:55:55,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:06:22,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:16:14,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:26:19,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:36:27,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:46:15,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 10:57:09,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:06:49,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:16:07,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:26:15,394.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:36:05,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:46:23,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 11:56:07,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:06:27,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:16:28,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:26:16,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:35:59,304.00,394.00,394.00,626.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:46:32,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 12:55:54,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,304.00,199.00,269.00,289.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:06:16,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,199.00,269.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:16:09,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,199.00,269.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:26:13,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:36:21,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:46:19,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 13:56:37,,394.00,,394.00,,324.00,,,244.00,,,359.00,304.00,,394.00,394.00,394.00,
2026-08-21 14:06:36,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 14:16:15,304.00,394.00,394.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 14:26:22,359.00,394.00,449.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 14:36:15,359.00,394.00,449.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 14:46:29,359.00,394.00,449.00,394.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 14:55:54,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:05:54,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:16:00,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:26:23,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:36:23,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:46:36,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 15:56:24,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 16:06:47,359.00,449.00,449.00,449.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 16:16:34,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 16:25:54,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 16:36:22,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 16:46:20,329.00,,329.00,,179.00,,324.00,179.00,,244.00,304.00,,,394.00,,,179.00,394.00
2026-08-21 16:56:15,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:05:51,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:16:18,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:26:19,329.00,329.00,329.00,449.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:36:36,329.00,362.00,329.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:46:02,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 17:56:43,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,359.00,304.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:06:48,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:16:25,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:26:24,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:36:33,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:46:22,362.00,362.00,362.00,484.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 18:56:26,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:06:09,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:16:20,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:26:07,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:36:23,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:46:21,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 19:56:21,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:06:32,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:15:46,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:26:29,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:36:35,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:46:36,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 20:56:27,362.00,,362.00,,179.00,,324.00,179.00,,244.00,304.00,,,394.00,,,179.00,394.00
2026-08-21 21:06:34,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 21:16:37,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 21:26:16,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 21:36:39,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 21:46:22,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 21:56:29,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:06:50,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:16:14,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:26:30,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:36:12,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:46:38,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 22:56:25,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:06:50,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:16:23,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:26:25,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:36:30,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:46:26,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-21 23:56:21,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:06:44,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:15:46,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:26:28,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:36:44,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:46:24,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 00:56:05,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:06:29,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:16:21,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:26:36,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:36:32,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:46:43,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 01:56:34,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 02:06:58,,362.00,,584.00,,269.00,,,244.00,,,304.00,359.00,,394.00,394.00,394.00,
2026-08-22 02:16:24,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 02:26:47,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 02:36:43,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 02:46:40,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 02:56:14,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:06:11,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:16:39,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:26:37,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:36:38,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:46:19,362.00,362.00,362.00,584.00,179.00,269.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 03:56:40,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 04:06:37,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
2026-08-22 04:16:36,362.00,362.00,362.00,584.00,179.00,324.00,324.00,179.00,244.00,244.00,304.00,304.00,359.00,394.00,394.00,394.00,394.00,394.00
