checked_at,DL1143,DL1216,UA1416,UA1477,UA2600,UA277,UA469,UA491
2026-08-23 04:17:58,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 04:27:36,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 04:38:08,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 04:47:06,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 04:57:43,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 05:08:01,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 05:18:05,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 05:27:53,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 05:38:04,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 05:48:08,,139.00,,,139.00,,139.00,
2026-08-23 05:57:58,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:08:10,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:17:57,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:28:57,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:38:02,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:48:03,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 06:57:54,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:08:16,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:18:00,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:28:03,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:37:35,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:48:31,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 07:57:12,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:08:27,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:18:18,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:27:36,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:38:05,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:47:09,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 08:58:10,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:08:08,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:18:08,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:27:56,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:37:12,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:48:05,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 09:57:11,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:08:19,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:18:23,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:28:11,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:38:16,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:48:12,139.00,139.00,153.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 10:58:10,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:07:11,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:18:11,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:27:57,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:38:37,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:48:03,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 11:57:38,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:08:18,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:18:18,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:27:39,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:37:15,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:48:09,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 12:58:11,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:07:28,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:18:12,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:27:16,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:38:05,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:48:16,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 13:58:17,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:08:02,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:17:28,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:27:34,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:37:55,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:48:05,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 14:57:45,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 15:07:44,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 15:17:44,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 15:27:55,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 15:37:08,,139.00,,,139.00,,139.00,
2026-08-23 15:47:53,,139.00,,,139.00,,139.00,
2026-08-23 15:57:30,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 16:08:11,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 16:17:57,139.00,139.00,155.00,139.00,139.00,139.00,139.00,139.00
2026-08-23 16:28:44,139.00,139.00,155.00,139.00,139.00,139.00,153.00,139.00
2026-08-23 16:37:05,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 16:48:53,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 16:58:52,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:08:24,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:19:17,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:28:29,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:38:53,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:48:06,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 17:58:56,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:08:51,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:18:18,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:28:17,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:38:47,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:48:40,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 18:58:54,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:09:09,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:18:10,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:28:20,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:38:40,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:47:20,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 19:58:09,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:08:58,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:18:39,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:28:33,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:38:45,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:48:22,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 20:58:42,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:08:34,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:18:54,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:28:43,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:38:38,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:48:50,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 21:58:24,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:08:37,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:18:35,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:28:27,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:38:34,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:48:26,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 22:58:42,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:09:01,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:18:51,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:28:12,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:38:46,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:48:46,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-23 23:58:43,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:08:46,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:18:51,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:28:54,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:37:33,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:48:45,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 00:58:22,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 01:09:01,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 01:18:42,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 01:28:29,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 01:38:36,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 01:48:04,,139.00,,,139.00,,159.00,
2026-08-24 01:58:33,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:08:10,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:18:41,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:28:40,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:38:46,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:47:36,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 02:58:23,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:08:57,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:18:54,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:28:30,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:38:24,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:48:29,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 03:57:39,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:08:38,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:18:42,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:28:57,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:38:59,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:48:41,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 04:58:16,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:08:49,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:18:04,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:28:51,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:38:54,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:48:24,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 05:58:58,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:08:59,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:18:43,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:28:49,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:37:47,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:48:53,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 06:58:37,139.00,139.00,155.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:08:12,139.00,139.00,153.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:18:35,139.00,139.00,153.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:28:25,139.00,139.00,153.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:38:52,139.00,139.00,153.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:48:05,139.00,139.00,153.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 07:58:31,139.00,139.00,139.00,139.00,139.00,139.00,159.00,139.00
2026-08-24 08:08:55,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 08:18:47,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 08:28:45,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 08:38:42,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 08:47:25,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 08:59:19,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:09:06,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:18:05,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:28:44,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:38:44,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:48:41,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 09:58:00,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:08:29,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:18:51,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:28:15,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:37:41,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:49:01,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 10:58:15,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:09:01,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:18:15,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:29:05,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:39:16,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:49:06,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 11:59:05,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:09:18,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:18:29,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:29:02,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:39:23,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:47:56,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 12:58:50,139.00,139.00,139.00,139.00,139.00,139.00,153.00,139.00
2026-08-24 13:09:13,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 13:19:09,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 13:29:15,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 13:39:08,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 13:49:09,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 13:59:25,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:09:27,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:19:27,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:28:33,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:39:14,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:49:19,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 14:59:22,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:09:49,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:19:39,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:29:34,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:39:28,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:49:20,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 15:59:20,139.00,139.00,139.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 16:09:40,139.00,139.00,139.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 16:19:34,139.00,139.00,139.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 16:29:25,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 16:39:12,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 16:49:30,139.00,139.00,159.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 16:59:29,139.00,139.00,159.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:08:40,139.00,139.00,159.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:19:34,139.00,139.00,159.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:29:22,139.00,139.00,159.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:39:08,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:48:06,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 17:59:36,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:09:41,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:19:27,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:28:16,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:39:21,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:49:35,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 18:59:13,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:09:34,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:18:48,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:28:44,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:39:26,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:49:32,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 19:59:24,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:09:27,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:19:36,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:29:20,139.00,139.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:39:24,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:48:44,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 20:59:33,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 21:09:26,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 21:18:53,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 21:29:32,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 21:39:29,149.00,149.00,153.00,139.00,139.00,139.00,139.00,153.00
2026-08-24 21:48:28,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 21:59:26,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:09:38,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:19:22,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:29:25,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:38:11,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:49:31,149.00,149.00,153.00,139.00,139.00,139.00,153.00,153.00
2026-08-24 22:59:35,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-24 23:09:46,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-24 23:19:36,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-24 23:29:30,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-24 23:49:33,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-24 23:59:41,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:09:49,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:18:22,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:29:28,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:39:36,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:49:48,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 00:59:37,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:08:58,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:19:41,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:29:24,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:39:57,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:49:46,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 01:59:36,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:09:45,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:19:46,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:27:58,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:39:34,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:49:29,149.00,149.00,153.00,139.00,139.00,139.00,159.00,153.00
2026-08-25 02:58:01,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:09:53,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:19:49,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:29:36,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:39:35,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:49:20,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 03:59:41,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:10:31,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:20:22,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:30:04,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:39:38,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:48:33,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 04:59:35,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:08:06,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:19:11,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:29:18,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:39:33,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:49:22,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 05:59:28,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:08:40,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:19:23,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:29:26,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:39:18,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:48:35,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 06:58:05,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:09:26,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:19:11,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:29:29,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:39:30,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:49:06,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 07:59:28,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
2026-08-25 08:09:31,149.00,149.00,153.00,139.00,153.00,139.00,159.00,159.00
