checked_at,AA38,AF6755,BA1529,BA206,IB3583,IB4251,KL4809,VS6
2026-08-29 08:19:37,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 08:29:30,663.00,662.00,,663.00,662.00,671.00,662.00,663.00
2026-08-29 08:39:16,663.00,662.00,673.00,663.00,669.00,671.00,662.00,663.00
2026-08-29 08:49:16,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 08:59:19,663.00,,,663.00,,,,663.00
2026-08-29 09:09:25,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 09:19:29,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-29 09:29:38,663.00,,,663.00,,671.00,,663.00
2026-08-29 09:39:26,663.00,662.00,673.00,663.00,669.00,671.00,662.00,663.00
2026-08-29 09:49:30,663.00,,,663.00,,671.00,,663.00
2026-08-29 09:59:32,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-29 10:09:33,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 10:19:33,663.00,,,663.00,,,,663.00
2026-08-29 10:29:26,663.00,662.00,673.00,663.00,669.00,671.00,662.00,663.00
2026-08-29 10:39:32,663.00,,706.00,663.00,747.00,671.00,,663.00
2026-08-29 10:49:36,663.00,,673.00,663.00,669.00,,,663.00
2026-08-29 10:59:33,663.00,662.00,706.00,663.00,662.00,671.00,662.00,663.00
2026-08-29 11:09:23,663.00,662.00,673.00,663.00,669.00,671.00,662.00,663.00
2026-08-29 11:19:25,663.00,,,663.00,,,,663.00
2026-08-29 11:29:30,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 11:39:32,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 11:49:32,663.00,,,663.00,,,,663.00
2026-08-29 11:59:38,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 12:09:33,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-29 12:19:29,663.00,662.00,673.00,663.00,669.00,671.00,662.00,663.00
2026-08-29 12:29:34,663.00,,,663.00,,,,663.00
2026-08-29 12:39:35,663.00,,673.00,663.00,669.00,671.00,,663.00
2026-08-29 12:49:37,663.00,,,663.00,,,,663.00
2026-08-29 12:59:38,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 13:09:25,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 13:19:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 13:29:26,663.00,,,663.00,,,,663.00
2026-08-29 13:39:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 13:49:40,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-29 13:59:31,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 14:09:39,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 14:19:34,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 14:29:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 14:39:37,663.00,,,663.00,,,,663.00
2026-08-29 14:49:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 14:59:24,663.00,,,663.00,,,,663.00
2026-08-29 15:09:31,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 15:19:25,663.00,662.00,706.00,663.00,662.00,673.00,662.00,663.00
2026-08-29 15:29:32,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 15:39:30,663.00,,706.00,663.00,747.00,673.00,,663.00
2026-08-29 15:49:25,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 15:59:28,663.00,,,663.00,,,,663.00
2026-08-29 16:09:29,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 16:19:26,663.00,,,663.00,,,,663.00
2026-08-29 16:29:33,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 16:39:33,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-29 16:49:32,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 16:59:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 17:09:27,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 17:19:35,663.00,,,663.00,,,,663.00
2026-08-29 17:29:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 17:39:36,663.00,,,663.00,,,,663.00
2026-08-29 17:49:44,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 17:59:45,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-29 18:09:31,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 18:19:35,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-29 18:29:41,663.00,,,663.00,,,,663.00
2026-08-29 18:39:37,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 18:49:39,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 18:59:39,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 19:09:37,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 19:19:29,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 19:29:32,663.00,,,663.00,,,,663.00
2026-08-29 19:39:37,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 19:49:35,663.00,,,663.00,,,,663.00
2026-08-29 19:59:36,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 20:09:34,663.00,,,663.00,,,,663.00
2026-08-29 20:19:26,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 20:29:20,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 20:39:33,663.00,,,663.00,,,,663.00
2026-08-29 20:49:26,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 20:59:27,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 21:09:27,663.00,,,663.00,,,,663.00
2026-08-29 21:19:29,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 21:29:30,663.00,,,663.00,,,,663.00
2026-08-29 21:39:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 21:49:19,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 21:59:23,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 22:09:27,663.00,,,663.00,,,,663.00
2026-08-29 22:19:37,663.00,,,663.00,,,,663.00
2026-08-29 22:29:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 22:39:34,663.00,,675.00,663.00,671.00,673.00,,663.00
2026-08-29 22:49:34,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-29 22:59:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 23:09:27,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-29 23:19:25,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 23:29:32,663.00,,,663.00,,,,663.00
2026-08-29 23:39:26,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-29 23:49:31,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-29 23:59:32,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 00:09:29,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 00:19:30,663.00,,,663.00,,,,663.00
2026-08-30 00:29:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 00:39:27,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-30 00:49:30,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 00:59:31,663.00,,,663.00,,673.00,,663.00
2026-08-30 01:09:42,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 01:19:36,663.00,,,663.00,,673.00,,663.00
2026-08-30 01:29:28,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 01:39:36,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-30 01:49:43,663.00,,,663.00,,673.00,,663.00
2026-08-30 01:59:34,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-30 02:09:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 02:19:34,663.00,662.00,675.00,663.00,671.00,673.00,662.00,663.00
2026-08-30 02:29:27,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 02:39:34,663.00,,,663.00,,,,663.00
2026-08-30 02:49:40,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 02:59:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 03:09:21,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 03:19:27,663.00,,,663.00,,,,663.00
2026-08-30 03:29:30,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 03:49:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 03:59:27,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 04:09:33,663.00,,,663.00,,,,663.00
2026-08-30 04:19:37,663.00,,,663.00,,,,663.00
2026-08-30 04:29:43,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 04:39:47,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-30 04:49:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 04:59:34,663.00,,,663.00,,,,663.00
2026-08-30 05:09:40,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 05:19:33,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 05:29:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 05:39:33,663.00,,,663.00,,,,663.00
2026-08-30 05:49:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 05:59:31,663.00,,,663.00,,,,663.00
2026-08-30 06:09:36,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 06:19:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 06:29:26,663.00,,,663.00,,,,663.00
2026-08-30 06:39:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 06:49:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 06:59:35,663.00,,,663.00,,,,663.00
2026-08-30 07:09:19,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 07:19:25,663.00,,,663.00,,,,663.00
2026-08-30 07:29:33,663.00,,,663.00,,,,663.00
2026-08-30 07:39:21,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 07:49:27,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 07:59:34,663.00,,675.00,663.00,671.00,673.00,,663.00
2026-08-30 08:09:41,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-30 08:19:37,663.00,,675.00,663.00,671.00,673.00,,663.00
2026-08-30 08:29:44,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 08:39:32,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 08:49:36,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 08:59:35,663.00,662.00,675.00,663.00,671.00,673.00,662.00,663.00
2026-08-30 09:09:26,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 09:19:30,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-30 09:29:38,663.00,,,663.00,,,,663.00
2026-08-30 09:39:44,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 09:49:34,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 09:59:37,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 10:09:38,663.00,,,663.00,,,,663.00
2026-08-30 10:19:33,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 10:29:30,663.00,,,663.00,,,,663.00
2026-08-30 10:39:35,663.00,,,663.00,,,,663.00
2026-08-30 10:49:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 10:59:35,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 11:09:23,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 11:19:23,663.00,,,663.00,,,,663.00
2026-08-30 11:29:30,663.00,,,663.00,,,,663.00
2026-08-30 11:39:27,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 11:49:34,663.00,,,663.00,,,,663.00
2026-08-30 11:59:42,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 12:09:34,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 12:19:38,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 12:29:32,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 12:39:36,663.00,,,663.00,,,,663.00
2026-08-30 12:49:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 12:59:29,663.00,,,663.00,,,,663.00
2026-08-30 13:09:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 13:19:38,663.00,,,663.00,,,,663.00
2026-08-30 13:29:37,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 13:39:33,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 13:49:24,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 13:59:33,663.00,,,663.00,,,,663.00
2026-08-30 14:09:31,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 14:19:33,663.00,,,663.00,,,,663.00
2026-08-30 14:29:33,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 14:39:28,663.00,,,663.00,,,,663.00
2026-08-30 14:49:40,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-30 14:59:43,663.00,,673.00,663.00,669.00,,,663.00
2026-08-30 15:09:29,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 15:19:33,663.00,,673.00,663.00,669.00,,,663.00
2026-08-30 15:29:34,663.00,662.00,706.00,663.00,662.00,673.00,662.00,663.00
2026-08-30 15:39:31,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-30 15:49:29,663.00,,,663.00,,,,663.00
2026-08-30 15:59:32,663.00,,,663.00,,,,663.00
2026-08-30 16:09:39,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 16:19:36,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 16:29:46,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 16:39:44,663.00,,706.00,663.00,747.00,745.00,,663.00
2026-08-30 16:49:38,663.00,662.00,673.00,663.00,669.00,664.00,662.00,663.00
2026-08-30 16:59:45,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 17:09:29,663.00,662.00,673.00,663.00,669.00,664.00,662.00,663.00
2026-08-30 17:19:33,663.00,,675.00,663.00,671.00,664.00,,663.00
2026-08-30 17:39:42,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 17:49:34,663.00,,,663.00,,,,663.00
2026-08-30 17:59:42,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 18:09:41,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-30 18:19:28,663.00,662.00,673.00,663.00,669.00,664.00,662.00,663.00
2026-08-30 18:29:29,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 18:39:34,663.00,,,663.00,,,,663.00
2026-08-30 18:49:36,663.00,,673.00,663.00,669.00,664.00,,663.00
2026-08-30 18:59:32,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-30 19:09:31,663.00,662.00,673.00,663.00,669.00,670.00,662.00,663.00
2026-08-30 19:19:32,663.00,,,663.00,,,,663.00
2026-08-30 19:29:37,663.00,,673.00,663.00,669.00,670.00,,663.00
2026-08-30 19:39:38,663.00,,,663.00,,,,663.00
2026-08-30 19:49:42,663.00,,673.00,663.00,669.00,670.00,,663.00
2026-08-30 19:59:38,663.00,,,663.00,,,,663.00
2026-08-30 20:09:32,663.00,,673.00,663.00,669.00,670.00,,663.00
2026-08-30 20:19:23,663.00,662.00,673.00,663.00,669.00,670.00,662.00,663.00
2026-08-30 20:29:32,663.00,,,663.00,,,,663.00
2026-08-30 20:39:43,663.00,,673.00,663.00,669.00,670.00,,663.00
2026-08-30 20:49:24,663.00,662.00,673.00,663.00,669.00,670.00,662.00,663.00
2026-08-30 20:59:31,663.00,,,663.00,,,,663.00
2026-08-30 21:09:32,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 21:19:29,663.00,,,663.00,,,,663.00
2026-08-30 21:29:39,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 21:39:29,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-30 21:49:38,663.00,,,663.00,,,,663.00
2026-08-30 21:59:43,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 22:09:44,663.00,,675.00,663.00,671.00,667.00,,663.00
2026-08-30 22:19:46,663.00,,673.00,663.00,669.00,,,663.00
2026-08-30 22:29:45,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-30 22:39:44,663.00,662.00,675.00,663.00,671.00,745.00,662.00,663.00
2026-08-30 22:49:53,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 22:59:34,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-30 23:09:37,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 23:19:40,663.00,,,663.00,,,,663.00
2026-08-30 23:29:31,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-30 23:39:35,663.00,,,663.00,,,,663.00
2026-08-30 23:49:38,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-30 23:59:34,663.00,,,663.00,,,,663.00
2026-08-31 00:09:39,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-31 00:19:43,663.00,,,663.00,,,,663.00
2026-08-31 00:29:35,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-31 00:39:37,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-31 00:49:35,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-31 00:59:35,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-31 01:09:40,663.00,,,663.00,,,,663.00
2026-08-31 01:19:46,663.00,,673.00,663.00,669.00,667.00,,663.00
2026-08-31 01:29:43,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-31 01:39:37,663.00,662.00,673.00,663.00,669.00,667.00,662.00,663.00
2026-08-31 01:49:35,663.00,,,663.00,,,,663.00
2026-08-31 01:59:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 02:09:42,663.00,,,663.00,,,,663.00
2026-08-31 02:19:48,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 02:29:43,663.00,,,663.00,,,,663.00
2026-08-31 02:39:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 02:49:34,663.00,,,663.00,,,,663.00
2026-08-31 02:59:33,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 03:19:41,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 03:29:37,663.00,,,663.00,,,,663.00
2026-08-31 03:39:39,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 03:49:40,663.00,,,663.00,,,,663.00
2026-08-31 03:59:39,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 04:09:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 04:19:38,663.00,,,663.00,,,,663.00
2026-08-31 04:29:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 04:39:37,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 04:49:42,663.00,,,663.00,,,,663.00
2026-08-31 04:59:47,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 05:09:43,663.00,662.00,,663.00,662.00,,662.00,663.00
2026-08-31 05:19:36,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 05:29:39,663.00,,,663.00,,,,663.00
2026-08-31 05:39:43,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 05:49:42,663.00,,,663.00,,,,663.00
2026-08-31 05:59:44,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 06:09:45,663.00,,684.00,663.00,681.00,673.00,,663.00
2026-08-31 06:19:46,663.00,,673.00,663.00,669.00,747.00,,663.00
2026-08-31 06:29:36,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 06:39:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 06:49:40,663.00,,684.00,663.00,681.00,745.00,,663.00
2026-08-31 06:59:24,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 07:09:28,663.00,,,663.00,,,,663.00
2026-08-31 07:19:35,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 07:29:22,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 07:39:27,663.00,,,663.00,,,,663.00
2026-08-31 07:49:34,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 07:59:39,663.00,,,663.00,,,,663.00
2026-08-31 08:09:28,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 08:19:29,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 08:29:32,663.00,,,663.00,,,,663.00
2026-08-31 08:39:36,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 08:49:27,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 08:59:24,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 09:09:34,663.00,,,663.00,,,,663.00
2026-08-31 09:19:38,663.00,,,663.00,,,,663.00
2026-08-31 09:29:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 09:39:48,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 09:49:26,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 09:59:30,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 10:09:32,663.00,,,663.00,,,,663.00
2026-08-31 10:20:08,663.00,,,663.00,,,,663.00
2026-08-31 10:29:45,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 10:39:47,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 10:49:48,663.00,,684.00,663.00,681.00,745.00,,663.00
2026-08-31 10:59:41,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 11:09:44,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 11:19:46,663.00,,,663.00,,,,663.00
2026-08-31 11:29:47,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 11:39:37,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 11:49:32,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 11:59:37,663.00,,,663.00,,673.00,,663.00
2026-08-31 12:09:46,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-31 12:19:33,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 12:29:40,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-31 12:39:39,663.00,662.00,675.00,663.00,671.00,673.00,662.00,663.00
2026-08-31 12:49:42,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 12:59:41,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 13:09:51,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 13:19:48,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 13:29:43,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 13:39:46,663.00,,716.00,663.00,757.00,745.00,,663.00
2026-08-31 13:49:45,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 13:59:39,663.00,662.00,716.00,663.00,662.00,745.00,662.00,663.00
2026-08-31 14:09:50,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 14:19:54,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 14:29:31,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 14:39:35,663.00,,,663.00,,,,663.00
2026-08-31 14:49:39,663.00,,,663.00,,,,663.00
2026-08-31 14:59:42,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 15:09:44,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-31 15:20:10,663.00,,,663.00,,,,663.00
2026-08-31 15:29:48,663.00,714.00,673.00,663.00,669.00,675.00,662.00,663.00
2026-08-31 15:39:28,663.00,714.00,673.00,663.00,669.00,675.00,662.00,663.00
2026-08-31 15:49:33,663.00,,,663.00,,,,663.00
2026-08-31 15:59:39,663.00,,,663.00,,,,663.00
2026-08-31 16:09:41,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 16:19:37,663.00,,,663.00,,,,663.00
2026-08-31 16:29:43,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 16:39:41,663.00,,,663.00,,,,663.00
2026-08-31 16:49:35,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 16:59:40,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-31 17:09:51,663.00,,,663.00,,,,663.00
2026-08-31 17:19:46,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 17:29:48,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 17:39:41,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 17:49:41,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 17:59:49,663.00,,675.00,663.00,671.00,673.00,,663.00
2026-08-31 18:09:41,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 18:19:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 18:29:43,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 18:39:46,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 18:49:50,663.00,,,663.00,,,,663.00
2026-08-31 18:59:58,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 19:09:47,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 19:19:46,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 19:29:50,663.00,,,663.00,,,,663.00
2026-08-31 19:39:38,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 19:49:39,663.00,,673.00,663.00,669.00,745.00,,663.00
2026-08-31 19:59:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 20:09:38,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 20:19:45,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 20:29:40,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
2026-08-31 20:39:46,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 20:49:46,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-31 20:59:51,663.00,,673.00,663.00,669.00,673.00,,663.00
2026-08-31 21:09:44,663.00,662.00,673.00,663.00,669.00,745.00,662.00,663.00
2026-08-31 21:19:41,663.00,662.00,673.00,663.00,669.00,673.00,662.00,663.00
