checked_at,AA54,AA86,AA98,BA1518,BA1543,BA1601,BA294,BA296,BA298,IB3633,IB3635,IB4208,IB4860,IB8552,UA920,UA929,UA938
2026-08-28 01:59:04,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 02:09:11,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 02:19:00,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 02:28:59,712.00,712.00,712.00,731.00,731.00,731.00,712.00,712.00,712.00,711.00,710.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 02:39:06,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 02:49:08,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 02:59:04,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 03:09:05,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 03:19:07,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 03:29:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 03:39:02,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 03:49:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 03:59:02,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 04:09:07,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 04:19:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 04:29:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 04:39:14,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 04:49:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 04:59:12,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 05:09:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 05:19:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 05:29:12,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 05:39:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 05:49:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 05:59:25,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 06:09:22,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 06:19:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 06:29:23,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 06:39:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 06:49:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 06:59:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 07:09:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 07:19:17,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 07:29:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 07:39:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 07:49:21,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 07:59:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:09:18,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:19:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:29:15,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:39:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:49:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 08:59:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 09:09:09,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 09:19:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 09:29:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,788.00,786.00,788.00,712.00,712.00,712.00
2026-08-28 09:39:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 09:49:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 09:59:09,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 10:09:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 10:19:15,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 10:29:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 10:39:06,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 10:49:12,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,788.00,786.00,788.00,712.00,712.00,712.00
2026-08-28 10:59:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:09:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:19:10,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:29:17,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:39:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:49:06,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 11:59:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 12:09:10,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 12:19:15,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 12:29:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,798.00,786.00,798.00,712.00,712.00,712.00
2026-08-28 12:39:15,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 12:49:10,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 12:59:12,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 13:09:13,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 13:19:10,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 13:29:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 13:39:09,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 13:49:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 13:59:15,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 14:09:10,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 14:19:01,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 14:29:11,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 14:39:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,716.00,723.00,722.00,712.00,712.00,712.00
2026-08-28 14:49:05,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 14:59:13,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 15:09:13,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,716.00,723.00,722.00,712.00,712.00,712.00
2026-08-28 15:19:16,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 15:29:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 15:39:07,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 15:49:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 15:59:10,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,788.00,786.00,788.00,712.00,712.00,712.00
2026-08-28 16:09:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 16:19:20,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 16:29:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 16:39:21,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 16:49:26,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 16:59:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 17:09:04,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 17:29:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 17:39:07,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 17:49:12,,,,719.00,719.00,719.00,716.00,716.00,716.00,717.00,717.00,717.00,725.00,723.00,,,
2026-08-28 17:59:07,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 18:09:13,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 18:19:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 18:29:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 18:39:23,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 18:49:19,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 18:59:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 19:09:08,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 19:19:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 19:29:06,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 19:39:15,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 19:49:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 19:59:09,712.00,712.00,712.00,,,,712.00,712.00,712.00,711.00,710.00,,,,712.00,712.00,712.00
2026-08-28 20:09:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 20:29:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 20:39:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,711.00,710.00,,,,712.00,712.00,712.00
2026-08-28 20:49:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 20:59:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 21:09:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 21:19:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 21:29:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 21:39:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 21:49:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 21:59:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 22:09:16,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 22:19:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 22:29:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 22:39:23,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 22:49:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 22:59:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 23:09:13,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 23:19:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 23:29:16,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 23:39:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-28 23:49:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-28 23:59:13,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 00:09:15,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 00:19:23,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 00:29:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 00:39:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 00:49:18,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 00:59:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 01:09:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 01:19:09,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 01:29:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 01:39:10,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 01:49:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 01:59:22,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 02:09:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 02:19:15,712.00,712.00,712.00,723.00,723.00,723.00,712.00,712.00,712.00,721.00,721.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 02:29:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 02:39:20,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 02:49:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 02:59:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 03:09:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 03:19:10,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 03:29:17,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 03:39:11,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 03:49:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 03:59:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 04:09:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,711.00,710.00,,,,712.00,712.00,712.00
2026-08-29 04:19:11,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 04:29:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 04:39:13,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 04:49:12,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 04:59:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 05:09:18,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 05:19:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 05:29:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 05:39:18,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 05:49:16,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 05:58:59,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 06:09:04,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 06:19:08,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
2026-08-29 06:29:05,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 06:39:14,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,724.00,723.00,712.00,712.00,712.00
2026-08-29 06:49:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,724.00,723.00,712.00,712.00,712.00
2026-08-29 06:59:15,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 07:09:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,724.00,723.00,712.00,712.00,712.00
2026-08-29 07:19:15,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 07:29:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 07:39:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 07:49:12,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 07:59:13,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 08:09:17,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 08:19:19,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 08:29:14,712.00,712.00,712.00,,,,712.00,712.00,712.00,711.00,710.00,,,,712.00,712.00,712.00
2026-08-29 08:38:59,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 08:49:00,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 08:59:08,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 09:09:07,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,722.00,721.00,712.00,712.00,712.00
2026-08-29 09:19:13,712.00,712.00,712.00,,,,712.00,712.00,712.00,,,,,,712.00,712.00,712.00
2026-08-29 09:29:18,712.00,712.00,712.00,719.00,719.00,719.00,712.00,712.00,712.00,717.00,717.00,717.00,725.00,723.00,712.00,712.00,712.00
