checked_at,watch_id,origin,destination,departure_date,flight_number,price,ok,error
2026-08-04T01:50:23.295027+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T01:55:18.138528+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T01:55:21.341061+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T01:55:24.524306+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T01:55:27.832984+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:00:19.695866+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:00:23.074977+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:00:26.574595+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:00:29.864731+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:05:13.287882+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:05:16.794838+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:05:20.192577+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:05:23.477814+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:10:14.365943+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:10:18.259452+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:10:21.613573+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:10:25.000784+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:15:13.695833+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:15:17.043629+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:15:20.361974+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:15:23.785233+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:20:11.950608+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:20:15.280828+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:20:18.650125+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:20:21.870779+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:25:10.372563+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:25:13.669183+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:25:17.102566+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:25:20.378913+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:30:26.514909+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:30:29.785255+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:30:33.182765+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:30:36.511071+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:35:13.679974+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:35:17.084266+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:35:20.614317+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:35:23.979271+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:40:22.578953+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:40:25.845139+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:40:29.212681+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:40:32.513671+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:45:11.867690+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:45:15.168846+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:45:18.475164+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:45:21.658687+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:50:13.637146+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:50:16.974773+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:50:20.260407+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:50:23.454054+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T02:55:16.334835+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T02:55:19.573857+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T02:55:22.845801+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T02:55:26.065007+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:00:22.401753+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:00:25.903010+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:00:29.309187+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:00:32.613047+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:05:18.969227+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:05:22.400299+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:05:26.114789+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:05:29.473567+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:10:11.774192+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:10:15.068455+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:10:18.340938+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:10:21.560034+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:15:15.201756+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:15:18.614434+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:15:21.919778+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:15:25.203696+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:20:15.393413+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:20:18.852520+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:20:22.279330+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:20:25.680469+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:25:12.464625+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:25:15.733530+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:25:18.973772+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:25:22.220866+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:30:17.382761+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:30:20.781014+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:30:24.072449+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:30:27.442350+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:32:37.130235+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:32:40.418684+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:32:43.868005+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:32:47.064251+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:35:15.610897+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:35:19.099982+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:35:22.495649+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:35:25.794729+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:40:17.763476+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:40:21.030110+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:40:24.262031+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:40:27.498451+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:45:14.367604+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:45:17.558297+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:45:21.031917+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:45:24.263230+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:50:19.248764+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:50:22.660330+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:50:26.077595+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:50:29.318363+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T03:55:10.269493+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T03:55:13.633845+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T03:55:16.907621+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T03:55:20.339425+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:00:21.654147+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:00:24.902114+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:00:28.178872+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:00:31.415910+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:05:11.369412+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:05:14.632827+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:05:17.940349+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:05:21.471310+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:10:12.038202+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:10:15.289582+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:10:18.581165+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:10:21.830305+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:15:14.825194+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:15:18.304231+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:15:21.673865+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:15:25.005893+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:20:17.905379+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:20:21.362193+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:20:24.704275+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:20:27.966820+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:25:14.396904+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:25:17.775609+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:25:21.206058+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:25:24.502435+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:30:14.070098+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:30:17.360853+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:30:20.559511+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:30:23.794213+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:35:16.414260+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:35:19.697762+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:35:23.027710+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:35:26.265496+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:40:20.367772+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:40:23.637685+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:40:26.894171+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:40:30.188778+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:45:13.288385+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:45:16.713112+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:45:20.031286+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:45:23.366949+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:50:13.036119+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:50:16.613677+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:50:20.013509+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:50:23.271958+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T04:55:11.883635+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T04:55:15.382017+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T04:55:18.746387+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T04:55:22.046602+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:00:24.074549+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:00:27.271952+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:00:30.570370+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:00:33.889999+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:05:11.190320+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:05:14.696248+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:05:18.192677+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:05:21.691885+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:10:11.979912+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:10:15.232845+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:10:18.648349+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:10:21.973991+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:15:16.511355+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:15:20.106245+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:15:23.529800+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:15:26.908406+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:20:15.886511+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:20:19.208765+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:20:22.507307+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:20:25.823291+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:25:11.779459+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:25:15.070812+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:25:18.579927+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:25:21.911515+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:30:13.763219+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:30:17.059699+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:30:20.373796+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:30:23.614815+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:35:20.010597+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:35:23.713149+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:35:27.072428+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:35:30.584439+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:40:18.380765+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:40:21.722858+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:40:25.063650+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:40:28.363701+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:45:18.476267+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:45:21.761990+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:45:24.965876+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:45:28.143612+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:50:21.771070+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:50:25.033603+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:50:28.569859+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:50:31.976974+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T05:55:19.000609+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T05:55:22.467003+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T05:55:25.819151+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T05:55:29.298435+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:00:19.985678+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:00:23.276642+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:00:26.585514+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:00:29.884650+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:05:20.989401+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:05:24.275235+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:05:27.544875+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:05:30.898686+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:10:21.297403+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:10:24.555444+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:10:27.809456+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:10:31.223105+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:13:21.251657+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:13:24.668359+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:13:27.940678+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:13:31.269562+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:15:20.570029+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:15:23.860941+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:15:27.161717+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:15:30.432957+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:20:20.221481+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:20:23.660515+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:20:27.043185+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:20:30.376953+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:25:18.702838+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:25:22.123799+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:25:25.402642+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:25:28.704095+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:30:23.517062+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:30:27.006522+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:30:30.318181+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:30:33.697773+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:35:20.577905+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:35:23.849829+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:35:27.235375+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:35:30.442460+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:40:12.079575+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:40:15.345599+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:40:18.687432+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:40:21.981331+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:45:13.881175+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:45:17.167383+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:45:20.363657+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:45:23.522939+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:50:14.972637+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:50:18.469255+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:50:21.875003+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
2026-08-04T06:50:25.274312+00:00,aa6274-aug11,LAX,SFO,2026-08-11,AA6274,218.00,1,
2026-08-04T06:55:21.289760+00:00,ua781-aug11,LAX,SFO,2026-08-11,UA781,148.00,1,
2026-08-04T06:55:24.690473+00:00,dl1421-aug11,LAX,SFO,2026-08-11,DL1421,148.00,1,
2026-08-04T06:55:27.982721+00:00,as1603-aug11,LAX,SFO,2026-08-11,AS1603,148.00,1,
